property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,bestech park view ananda,sector 81,1.35,7541.0,3,3,3+,10.0,Moderately Old,1790.04,1438.0,1129.99,0,0,1,0,0,1,72
flat,signature global solera,sector 107,0.5,7692.0,2,2,1,11.0,Relatively New,546.05,494.0,445.0,0,0,0,0,0,0,55
flat,orris carnation residency,sector 85,1.1,6686.0,3,4,3,6.0,Moderately Old,1645.05,1467.0,1299.96,0,1,0,0,0,2,65
flat,shree vardhman victoria,sector 70,1.75,8974.0,3,4,2,16.0,Relatively New,2155.0,1949.99,1755.0,0,1,0,1,0,0,49
flat,shree arihant apartment,sector 54,1.55,7380.0,3,3,3+,3.0,Moderately Old,2100.04,2000.04,1900.04,0,0,0,1,1,1,125
flat,experion windchants,sector 112,5.2,10726.0,4,6,3+,15.0,Relatively New,4847.95,3655.31,3499.99,0,1,0,1,0,1,174
flat,pareena coban residences,sector 99a,1.45,7260.0,3,5,3,11.0,Relatively New,1997.03,1807.0,1626.0,0,1,0,0,1,1,49
house,independent,sector 6,1.25,11574.0,5,5,1,2.0,New Property,1193.0,1080.05,972.0,0,0,0,1,0,0,0
flat,bptp terra,sector 37d,1.45,8006.0,3,3,3,9.0,Relatively New,1811.03,1639.0,1475.0,0,0,0,0,0,0,107
flat,experion windchants,sector 112,3.75,13383.0,3,5,3+,22.0,Relatively New,2801.95,2536.0,2282.0,0,1,0,0,0,1,49
flat,smart world gems,sector 89,0.95,8903.0,2,2,2,1.0,Under Construction,1067.03,804.0,578.02,1,0,0,0,0,0,122
house,independent,sector 7,1.35,40909.0,4,5,0,3.0,Old Property,365.0,330.02,297.0,0,0,0,0,0,0,0
flat,signature global rosellia,sector 95,0.45,8754.0,2,2,2,14.0,New Property,640.85,571.0,513.98,0,0,0,0,0,0,24
flat,m3m woodshire,sector 107,0.75,5490.0,2,2,3+,14.0,Relatively New,1366.05,1201.0,1050.02,0,0,0,1,0,0,174
house,dlf new town heights,sector 86,2.5,7058.0,4,4,3+,3.0,Moderately Old,3757.0,3399.99,3060.0,1,1,1,1,0,1,142
flat,shapoorji pallonji joyville gurugram,sector 102,1.9,10259.0,3,3,3+,15.0,New Property,1852.04,1700.05,1450.0,0,0,0,1,0,0,174
house,international city by sobha phase 2,sector 109,11.3,25111.0,7,5,3+,4.0,Relatively New,5007.62,4319.98,4140.01,1,1,0,1,1,0,49
flat,dlf the ultima,sector 81,3.45,12012.0,4,4,3+,10.0,New Property,2872.02,2599.0,2339.0,0,1,0,0,0,2,165
flat,ss the leaf,sector 85,1.12,6453.0,2,2,3,10.0,Relatively New,1740.95,1484.99,1335.05,0,0,0,0,1,0,49
flat,antriksh heights,sector 84,0.84,4869.0,3,3,3+,8.0,New Property,1725.02,1561.0,1405.0,0,0,0,1,0,0,60
house,independent,sector 2,4.99,18889.0,4,4,3+,3.0,Moderately Old,2685.0,2429.95,2187.0,0,1,1,1,0,0,43
flat,paras dews,sector 106,1.2,6818.0,3,4,3+,9.0,Relatively New,1760.01,1185.97,1129.99,0,1,0,0,0,0,174
flat,indiabulls enigma,sector 110,3.4,10000.0,4,5,3,3.0,Relatively New,3399.99,3077.0,2769.0,0,1,1,0,0,0,90
flat,unitech the residences,sector 33,1.1,9909.0,2,2,3,9.0,Moderately Old,1109.97,1099.96,999.97,0,0,0,0,0,1,44
flat,ats tourmaline,sector 109,2.25,8704.0,3,4,3,14.0,Relatively New,2584.95,2339.0,2105.0,0,1,0,0,0,0,101
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,3,3,3+,3.0,Relatively New,2057.26,1833.0,1650.0,1,1,0,0,0,1,38
flat,vatika the seven lamps,sector 82,0.89,8850.0,2,2,2,14.0,Relatively New,1246.86,1111.0,999.97,1,0,0,0,0,1,129
flat,nbcc heights,sector 89,0.75,6578.0,2,2,2,6.0,Moderately Old,1140.0,1032.0,929.0,0,0,0,0,0,0,0
flat,satya the hermitage,sector 103,0.99,6655.0,3,4,3+,2.0,Relatively New,1991.0,1731.0,1495.0,0,1,0,1,0,0,174
flat,vatika the seven lamps,sector 82,0.81,6192.0,2,2,2,15.0,Relatively New,1299.96,1176.0,1058.0,0,0,0,0,0,1,117
flat,chd avenue,sector 71,1.16,6655.0,3,3,3,5.0,Moderately Old,1743.0,1577.0,1419.0,0,1,0,0,0,1,73
flat,tulsiani easy in homes,sohna road,0.4,7920.0,2,2,3,9.0,Under Construction,629.67,561.0,505.04,0,0,0,0,0,0,36
flat,pareena coban residences,sector 99a,1.02,8793.0,2,2,3,3.0,Relatively New,1550.0,1429.98,1160.03,1,0,0,0,0,0,174
flat,the cocoon,dwarka expressway,2.0,13333.0,3,3,3,5.0,New Property,1499.95,1357.0,1221.0,0,0,0,0,0,0,0
flat,emaar mgf emerald floors premier,sector 65,2.79,14126.0,4,4,3+,2.0,Relatively New,2462.43,2194.0,1974.96,1,1,0,0,0,2,174
flat,indiabulls centrum park,sector 103,2.4,8347.0,4,6,3+,15.0,Relatively New,2875.04,2456.0,2100.04,0,1,0,0,0,0,156
flat,emaar mgf emerald floors premier,sector 65,2.3,13939.0,3,4,3,3.0,Relatively New,2057.26,1833.0,1650.0,1,1,1,1,0,2,174
flat,dlf the belaire,sector 54,7.0,23333.0,4,6,3+,12.0,Moderately Old,3000.01,2715.0,2444.0,0,1,1,1,0,1,108
flat,smart world gems,sector 89,0.88,7978.0,2,2,0,2.0,New Property,1219.0,1102.98,993.0,0,0,0,0,0,0,45
flat,m3m skycity,sector 65,2.1,16030.0,2,2,2,43.0,New Property,1309.97,1185.0,1066.0,0,0,0,0,0,0,127
flat,ramprastha skyz,sector 37d,1.1,6376.0,3,3,3+,7.0,Under Construction,1725.02,1561.0,1405.0,0,0,0,0,0,0,109
flat,suncity vatsal valley,gwal pahari,1.45,10139.0,3,3,3,4.0,Under Construction,1271.21,1429.98,760.04,0,0,0,0,0,0,49
flat,tulip lemon,sector 69,0.6,11407.0,2,1,1,11.0,Relatively New,655.66,584.0,526.03,0,0,0,0,0,0,0
flat,central park resorts,sector 48,5.15,20900.0,3,3,3+,8.0,Moderately Old,2463.96,2363.97,2263.97,0,1,0,0,0,2,53
flat,emaar digihomes,sector 62,2.15,14257.0,2,2,3,31.0,Under Construction,1880.64,1676.0,1508.02,0,0,0,0,0,0,101
flat,experion the heartsong,sector 108,1.3,8344.0,3,3,3+,7.0,Relatively New,1757.96,1661.0,1557.97,1,0,0,0,0,0,150
flat,millenium bajrang society,sector 43,2.5,9433.0,4,4,3+,2.0,Relatively New,2649.96,2398.0,2158.0,0,0,0,0,0,1,94
flat,m3m heights,sector 65,1.99,15793.0,2,2,2,26.0,Under Construction,1260.02,1140.0,1026.0,0,0,0,0,0,0,48
flat,bptp terra,sector 37d,1.65,8790.0,3,3,2,15.0,Relatively New,1877.01,1699.0,1529.0,0,0,0,0,0,0,116
flat,emaar gurgaon greens,sector 102,1.3,7878.0,3,3,3,4.0,Relatively New,1650.0,1315.0,1022.57,0,1,0,0,0,1,125
flat,aipl the peaceful homes,sector 70a,1.6,9584.0,2,2,2,22.0,Moderately Old,1564.96,1416.0,1274.0,0,0,0,0,0,0,86
flat,signature global solera,sector 107,0.28,5674.0,2,2,2,11.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,29
flat,la vida by tata housing,sector 113,2.45,11050.0,3,3,3+,3.0,Relatively New,2217.04,1890.03,1680.03,1,0,0,0,0,0,174
flat,hero homes,sector 104,1.35,9565.0,3,2,2,18.0,New Property,1359.05,1094.0,861.97,0,0,0,0,0,0,49
flat,dlf new town heights,sector 86,1.27,6580.0,3,4,3,19.0,Relatively New,1929.97,1800.05,1450.0,0,1,0,1,0,0,126
flat,pareena mi casa,sector 68,1.0,8163.0,2,2,2,16.0,New Property,1527.46,1361.0,1225.04,0,1,0,0,0,0,65
house,dlf city plots phase 2,sector 25,6.3,35000.0,4,4,3+,2.0,Old Property,1989.0,1800.05,1620.0,0,1,1,0,0,0,89
house,independent,sector 43,5.75,23662.0,4,4,2,4.0,Under Construction,2546.28,2339.96,1980.02,0,1,1,0,0,2,153
flat,bestech park view grand spa,sector 81,3.3,12222.0,4,5,3+,4.0,Relatively New,3469.96,3070.0,2700.02,1,1,0,0,0,1,174
flat,mapsko royale ville,sector 82,1.15,6424.0,3,4,2,15.0,Relatively New,1790.04,1620.0,1458.0,0,1,0,1,0,1,104
flat,ramshanti cooperative society,sector 52,1.76,7242.0,4,4,3+,12.0,New Property,2429.95,2199.0,1979.0,0,0,0,0,0,0,0
house,sushant lok 1 builder floors,sector 43,10.85,28841.0,8,8,3,3.0,Moderately Old,4157.0,3761.98,3386.0,1,1,1,1,0,2,160
flat,godrej habitat,sector 3,1.25,8656.0,2,2,3,14.0,Under Construction,1443.98,1161.0,912.99,0,0,0,0,0,0,36
flat,experion windchants,sector 112,5.6,11551.0,4,6,3+,8.0,Relatively New,4847.95,3655.31,3290.0,0,1,0,0,0,1,168
house,independent,sector 27,4.25,31481.0,5,5,3+,3.0,Relatively New,1655.22,1449.04,1350.01,0,1,0,1,0,1,49
flat,sobha city,sector 108,2.4,17378.0,2,2,2,14.0,New Property,1381.01,1250.0,1125.0,0,0,0,0,0,1,113
flat,silverglades the melia,sohna road,1.01,7000.0,2,2,3,12.0,Under Construction,1450.0,1184.0,950.02,1,0,0,0,0,0,80
flat,emaar palm gardens,sector 83,1.8,12000.0,3,4,3+,6.0,Relatively New,1870.56,1667.0,1499.95,0,1,0,0,0,1,96
flat,parsvnath green ville,sector 48,1.5,8787.0,3,3,3,1.0,Old Property,1707.05,1599.95,1399.95,0,0,0,0,0,1,128
flat,alpha corp gurgaonone,sector 84,2.28,8769.0,4,4,3+,8.0,Relatively New,3434.01,2998.0,2600.02,0,1,0,0,0,0,61
flat,ats tourmaline,sector 109,1.65,7674.0,3,3,3+,16.0,Relatively New,2149.98,1946.0,1751.0,0,1,0,0,0,1,49
flat,bestech park view residency,sector 2,0.95,6713.0,2,2,3,1.0,Moderately Old,1415.02,1281.0,1153.0,0,0,0,0,0,1,82
flat,spectrum centre,sector 82a,0.62,9538.0,1,1,0,6.0,Relatively New,718.0,650.03,585.0,0,0,0,0,0,0,0
house,sneh vihar,sohna road road,1.35,10000.0,5,5,3+,4.0,Relatively New,1492.0,1350.01,1215.0,0,0,0,0,0,0,0
flat,indiabulls centrum park,sector 103,1.05,5861.0,2,2,3,1.0,Relatively New,1323.87,1364.97,899.97,0,0,0,0,0,1,51
flat,capital residences 360,sector 70a,1.1,7586.0,2,2,3+,8.0,New Property,1450.0,1312.0,1181.0,0,0,0,0,0,0,60
flat,micasa sec 68,sohna road road,1.5,12244.0,2,2,3,11.0,New Property,1527.46,1361.0,1225.04,0,0,0,0,0,0,44
flat,bptp terra,sector 37d,1.78,8124.0,4,3,3,10.0,Relatively New,2190.99,1983.0,1785.0,0,1,0,0,0,0,127
flat,puri diplomatic greens,sector 111,3.4,11525.0,4,5,3+,14.0,Relatively New,2949.95,2670.0,2403.0,0,1,0,0,0,0,94
house,uppal southend,sector 49,4.4,15278.0,6,6,3,3.0,Moderately Old,3182.0,2879.99,2592.0,1,1,1,1,0,2,110
flat,ramprastha the edge towers,sector 37d,1.0,5649.0,3,3,3+,13.0,Moderately Old,1770.02,1602.0,1442.0,0,0,0,0,0,0,38
flat,orchid petals,sector 49,4.21,11835.0,5,6,3+,14.0,Relatively New,3557.04,3219.0,2897.0,0,1,0,1,0,0,35
flat,parsvnath exotica,sector 53,4.8,14680.0,3,4,3+,12.0,New Property,3199.0,2894.95,2605.0,0,0,0,0,0,0,69
house,independent,sector 3,0.37,7916.0,1,1,1,1.0,Relatively New,530.0,479.96,432.0,0,0,0,0,0,0,0
house,ansals palam vihar,sector 2,5.0,12500.0,6,4,0,3.0,Moderately Old,4420.0,3999.97,3600.0,0,0,0,0,0,0,0
flat,raheja revanta,sector 78,4.75,16885.0,3,3,2,31.0,Under Construction,3108.0,2813.04,2532.0,0,1,0,0,0,0,100
house,godrej meridien,sector 106,5.6,14000.0,5,4,3+,33.0,New Property,4420.0,3999.97,3600.0,1,1,1,1,0,0,151
flat,guru gram haryana cghs,sector 56,1.39,7227.0,3,3,3,4.0,Moderately Old,1919.96,1738.0,1564.0,1,0,0,0,0,1,134
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Relatively New,497.0,450.04,405.0,0,0,0,0,0,0,0
house,independent,sector 55,5.0,44444.0,9,9,3+,5.0,New Property,1141.54,1034.95,899.97,0,0,0,0,1,1,44
flat,umang monsoon breeze,sector 78,0.9,4615.0,3,3,2,1.0,Moderately Old,1949.99,1900.04,1853.97,0,1,0,1,0,0,65
house,independent,sector 43,2.5,25960.0,7,7,3,4.0,Relatively New,1064.0,963.05,867.0,0,0,0,0,1,1,20
house,independent,sector 26,4.5,33333.0,5,5,3+,2.0,Old Property,1492.0,1350.01,1215.0,0,0,0,0,0,0,7
flat,dlf express greens,manesar,1.6,6808.0,4,6,3+,4.0,Relatively New,2930.23,2611.0,2349.97,1,1,0,1,0,0,49
house,independent,sector 26,4.0,29630.0,4,4,3,2.0,Old Property,1492.0,1350.01,1215.0,0,0,1,0,0,0,41
flat,ild grand,sector 37c,0.66,5038.0,2,2,3+,14.0,Relatively New,1448.0,1309.97,1179.0,0,0,0,0,0,0,60
flat,ireo the corridors,sector 67a,1.3,10031.0,2,2,2,1.0,New Property,1432.0,1295.97,1166.0,0,0,0,0,0,0,55
house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,477.0,431.96,389.0,0,0,0,0,0,0,0
flat,sare homes,sector 92,1.12,5358.0,4,4,2,12.0,Relatively New,2606.0,2322.0,2090.03,0,1,0,0,0,0,85
flat,dlf new town heights,sector 90,1.2,6217.0,3,3,3+,15.0,Relatively New,1929.97,1747.0,1572.0,0,0,0,0,0,0,37
flat,pivotal devaan,sector 84,0.36,7588.0,2,2,1,9.0,Relatively New,582.97,531.0,481.04,0,0,1,0,0,2,80
flat,sobha smriti apartments,sector 56,0.5,8333.0,1,1,2,3.0,Old Property,748.33,667.0,599.98,0,0,0,0,0,0,0
flat,ss the leaf,sector 85,1.09,6666.0,2,2,3,9.0,Relatively New,1639.99,1638.05,1635.04,0,0,1,0,0,0,174
flat,corona gracieux,sector 76,1.46,5500.0,4,6,3+,8.0,New Property,2649.96,2398.0,2158.0,0,1,0,0,0,0,58
flat,hcbs sports ville,sohna road,0.32,6165.0,2,2,2,2.0,New Property,647.37,577.0,519.04,0,0,0,0,0,0,37
flat,tulip violet,sector 69,1.65,8872.0,3,3,2,1.0,Relatively New,1744.0,1577.99,1420.0,0,0,0,0,0,1,69
flat,hcbs sports ville,sohna road,0.25,4166.0,1,1,1,12.0,Relatively New,663.0,599.98,540.0,0,0,0,0,0,0,37
flat,avl 36 gurgaon,sector 36a,0.37,10539.0,1,1,1,3.0,Relatively New,351.98,319.0,287.0,0,0,0,0,0,1,88
flat,shree vardhman victoria,sector 70,1.55,7948.0,3,5,3,8.0,Relatively New,1949.99,1527.0,1160.99,0,1,0,0,0,0,174
house,independent,sector 55,5.6,20741.0,6,4,3,3.0,Old Property,2984.0,2700.02,2430.0,0,1,0,0,0,1,41
flat,shapoorji pallonji joyville gurugram,sector 102,2.4,10545.0,4,4,3+,15.0,Relatively New,2162.04,1957.0,1761.0,0,0,0,0,0,0,108
flat,suncity platinum towers,sector 28,6.0,22346.0,3,3,2,8.0,Moderately Old,3347.82,2983.0,2684.95,0,1,0,0,0,0,31
flat,ambience creacions,sector 22,2.55,13709.0,3,3,3,8.0,Relatively New,1860.0,1599.95,1399.95,0,0,0,0,1,2,125
flat,spaze privy,sector 72,3.1,6692.0,4,5,3+,8.0,Moderately Old,4632.03,3374.0,2300.03,1,1,1,1,0,0,136
flat,emaar mgf emerald floors premier,sector 65,2.8,14177.0,4,4,3,2.0,Relatively New,2462.43,2194.0,1974.96,1,1,0,0,0,1,108
house,vipul tatvam villa,sector 48,7.8,23148.0,4,4,3+,2.0,Relatively New,3580.0,3240.04,2916.0,1,1,1,1,0,1,145
flat,park royal apartment,sector 56,1.71,7600.0,3,3,3+,5.0,Moderately Old,2668.0,2250.95,2249.98,0,1,0,0,0,1,118
flat,dlf city plots phase 3,sector 24,6.5,18571.0,4,5,3+,3.0,New Property,4364.34,3889.0,3499.99,0,1,0,0,0,2,42
flat,sare green parc,sector 92,0.85,6538.0,3,2,2,20.0,Relatively New,1436.0,1299.96,1170.0,0,0,0,0,0,0,0
house,international city by sobha phase 2,sector 109,6.44,26502.0,4,5,3+,3.0,New Property,2685.0,2429.95,2187.0,1,1,1,1,0,0,138
flat,mapsko mount ville,sector 79,1.1,12732.0,3,3,3,22.0,Relatively New,1490.05,1154.0,863.91,1,0,0,1,0,0,135
house,international city by sobha phase 1,sector 109,12.0,20000.0,5,6,3,2.0,Relatively New,7665.8,6999.98,6000.01,1,1,0,0,0,1,154
flat,ss,sector 85,2.1,7467.0,4,4,3,2.0,Relatively New,2811.96,2600.02,2400.03,0,0,0,0,0,0,49
flat,shri banke bihari society,sector 56,1.37,9133.0,3,3,3+,2.0,Old Property,1499.95,1450.0,1399.95,0,0,0,0,1,0,174
flat,m3m capital,sector 113,1.83,13969.0,2,2,0,7.0,New Property,1448.0,1309.97,1179.0,0,0,0,0,0,0,68
flat,tulip violet,sector 69,3.25,10105.0,4,5,3+,14.0,Relatively New,3216.04,2910.0,2619.0,0,0,0,1,1,0,20
flat,raheja sampada,sector 92,0.65,4744.0,3,2,3,6.0,Relatively New,1370.03,1240.0,1116.0,0,0,0,0,0,0,49
flat,rof ananda,sector 95,0.26,6032.0,1,1,1,8.0,New Property,430.99,406.0,380.4,0,0,0,0,0,0,49
flat,lotus elise,sector 99,0.95,6551.0,2,3,3,7.0,Relatively New,1808.0,1611.0,1450.0,0,1,0,0,0,0,0
flat,orris aster court premier,sector 85,1.25,5896.0,3,4,2,6.0,Relatively New,2119.95,1615.98,1454.0,0,1,0,0,0,1,49
flat,experion windchants,sector 112,5.49,11584.0,4,5,3+,5.0,Relatively New,4739.02,3655.31,3290.0,0,1,0,0,0,1,168
house,independent,sector 26,5.8,12837.0,4,4,3+,4.0,Old Property,4992.0,4518.04,4066.0,0,0,0,0,0,0,38
flat,dlf regal gardens,sector 90,1.29,9020.0,3,3,3,7.0,Relatively New,1701.99,1539.99,1429.98,1,0,0,0,0,0,174
flat,"ganpati apartment  2, laxman vihar phase 1",sector 4,0.45,4705.0,2,2,1,0.0,Relatively New,1059.67,944.0,850.03,0,0,0,0,0,0,46
flat,tulip violet,sector 69,1.7,8457.0,4,4,2,10.0,Relatively New,2010.05,1804.0,1609.96,1,1,1,1,0,0,174
house,independent,sector 28,10.5,32407.0,5,6,3+,3.0,New Property,3580.0,3240.04,2916.0,1,1,0,1,0,1,153
flat,emaar digihomes,sector 62,3.95,15262.0,3,3,3,33.0,New Property,3227.3,2876.0,2587.96,0,1,0,0,0,1,49
flat,gls arawali homes,sohna road,0.29,6035.0,2,2,2,9.0,Relatively New,599.22,534.0,480.5,0,0,0,0,0,0,55
flat,emaar mgf emerald floors premier,sector 65,3.5,17721.0,4,4,3,4.0,Relatively New,1974.96,1787.0,1608.0,0,1,0,0,0,0,114
flat,pioneer araya,sector 62,7.56,18000.0,4,4,3+,23.0,Relatively New,4641.0,4199.97,3780.0,0,1,0,1,0,1,87
flat,signature global synera,sector 81,0.39,6500.0,2,2,2,6.0,Relatively New,748.33,667.0,599.98,0,0,0,0,0,0,37
flat,smart world gems,sector 89,1.2,8433.0,3,3,2,2.0,New Property,1368.6,1422.99,919.99,0,0,0,0,0,0,45
flat,bptp terra,sector 37d,1.71,7804.0,3,3,3+,7.0,Relatively New,2421.0,2190.99,1972.0,1,0,0,0,0,0,38
flat,tulip violet,sector 69,1.2,8888.0,2,3,1,0.0,Relatively New,1350.01,1222.0,1100.0,0,0,0,0,0,0,150
flat,orchid petals,sector 49,4.52,10984.0,5,5,3+,14.0,Moderately Old,4115.04,3724.0,3352.0,1,1,0,1,0,0,49
flat,dlf the primus,sector 82a,2.55,11218.0,4,4,3+,14.0,Relatively New,2273.01,1773.0,1340.0,0,0,0,0,0,2,44
flat,emaar imperial gardens,sector 102,1.92,9600.0,3,3,3,12.0,Relatively New,2493.78,2222.0,2000.04,1,1,1,1,0,0,95
flat,chd avenue,sector 71,1.1,6104.0,3,4,3,3.0,Moderately Old,1801.98,1631.0,1468.0,0,1,0,0,0,0,26
flat,indiabulls centrum park,sector 103,1.2,8432.0,2,2,3,3.0,Moderately Old,1422.99,1288.0,1159.0,0,0,0,0,0,0,26
house,independent,sector 12,0.7,4117.0,4,4,1,2.0,Moderately Old,1879.0,1700.05,1530.0,0,0,0,0,0,0,0
flat,piedmont taksila heights,sector 37c,1.0,6506.0,3,3,3+,8.0,Relatively New,1916.66,1708.0,1536.98,0,0,0,0,0,1,49
flat,shree vardhman victoria,sector 70,1.62,8307.0,3,5,3,9.0,Relatively New,1949.99,1527.0,1160.99,0,1,0,0,0,0,43
flat,breez global hill view,sohna road,0.32,5470.0,2,2,1,17.0,New Property,922.83,999.97,585.02,0,0,0,0,0,0,49
flat,dlf the skycourt,sector 86,1.6,8294.0,3,3,3+,9.0,Relatively New,1929.0,1547.96,1299.96,0,0,0,0,1,1,167
house,eldeco mansionz,sector 48,6.4,23704.0,4,4,3,3.0,Moderately Old,3640.0,3293.97,2965.0,0,1,1,0,0,1,151
flat,assotech blith,sector 99,1.9,6702.0,4,4,3+,2.0,New Property,3133.0,2835.0,2552.0,0,0,0,0,0,0,51
flat,ashiana anmol,sohna road,0.9,9463.0,2,2,2,13.0,Relatively New,1274.98,1105.0,950.99,0,0,0,0,0,2,120
flat,tulip violet,sector 69,1.6,10139.0,3,3,2,0.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,0,166
flat,dlf new town heights,sector 90,1.9,6967.0,4,4,3+,19.0,Relatively New,2727.03,2512.0,2300.03,0,1,1,0,0,1,174
house,sector 14 rwa,sector 14,6.5,26000.0,5,5,0,4.0,Moderately Old,2763.0,2500.02,2250.0,0,0,0,0,0,0,0
flat,emaar gurgaon greens,sector 102,1.35,10800.0,3,4,3+,9.0,Relatively New,1650.0,1399.95,1250.01,0,1,0,1,0,1,174
flat,signature global orchard avenue,sector 93,0.4,7359.0,2,2,2,11.0,New Property,677.82,604.0,543.58,0,0,0,0,0,0,37
flat,dlf carlton estate,sector 43,2.0,14214.0,3,3,2,5.0,Moderately Old,1406.95,1273.0,1146.0,0,0,0,0,0,0,65
flat,vatika boulevard residences and heights,sector 83,1.42,8000.0,3,3,2,2.0,Relatively New,2213.17,1972.0,1774.97,0,0,0,0,0,1,113
flat,supertech hues,sector 68,0.93,8611.0,2,2,2,11.0,New Property,1346.73,1200.0,1080.05,0,0,0,0,0,0,0
flat,puri the aravallis,sector 61,3.87,17200.0,3,4,3+,21.0,Under Construction,2249.98,1712.0,1249.69,0,1,0,0,0,0,58
house,huda,sector 38,3.5,24005.0,3,2,3,2.0,Moderately Old,1712.18,1449.04,1439.99,0,0,1,0,0,1,85
flat,lavanya apartments,sector 81,0.9,5056.0,3,3,0,7.0,Relatively New,1967.0,1780.03,1602.0,0,0,0,0,0,0,0
flat,sare crescent parc royal greens phase 1,sector 92,0.79,6086.0,3,2,2,15.0,New Property,1298.02,1175.0,1058.0,0,0,0,0,0,0,25
house,housing board colony,sector 28,2.1,23333.0,8,8,3+,4.0,Moderately Old,994.0,899.97,810.0,0,0,0,0,1,1,38
house,independent,sector 25,11.0,35530.0,5,5,3+,2.0,Relatively New,3421.0,3096.02,2786.0,1,1,1,1,0,0,29
flat,ss the leaf,sector 85,1.25,7179.0,2,2,2,16.0,Relatively New,2170.64,1934.0,1740.95,0,0,0,0,0,1,49
flat,krrish provence estate,gwal pahari,5.25,9051.0,4,5,3+,2.0,New Property,5800.02,5249.0,4724.0,1,1,0,1,0,0,49
flat,corona gracieux,sector 76,1.05,5949.0,3,3,3+,7.0,Relatively New,1764.96,1597.0,1437.0,0,0,0,0,0,1,133
house,international city by sobha phase 2,sector 109,11.25,25000.0,7,5,3+,4.0,Relatively New,4972.0,4499.96,4050.0,1,1,0,1,0,0,42
flat,central park flower valley,sector 33,2.3,12777.0,4,4,3+,5.0,New Property,2244.52,2000.0,1800.05,0,1,0,1,0,0,42
flat,adani m2k oyster grande,sector 102,4.55,10000.0,4,4,3+,11.0,Relatively New,4650.0,4629.98,4550.01,0,0,0,0,0,1,60
flat,ireo skyon,sector 60,2.5,16129.0,2,3,2,4.0,Relatively New,1550.0,1403.0,1263.0,1,0,0,0,0,0,100
flat,umang monsoon breeze,sector 78,0.8,4836.0,3,2,2,7.0,Moderately Old,1653.98,1471.96,1309.97,0,0,0,1,0,0,102
flat,godrej oasis,sector 88a,1.19,10162.0,2,2,3,15.0,Relatively New,1628.04,1387.0,1171.0,1,0,0,1,0,1,174
flat,emaar gurgaon greens,sector 102,1.4,8484.0,3,3,3,9.0,Relatively New,1650.0,1413.0,1199.96,0,1,0,0,0,0,49
flat,ats triumph,sector 104,1.75,7641.0,3,4,3+,12.0,Relatively New,2290.02,2036.0,1800.05,1,1,0,1,1,1,21
flat,sidhartha ncr one,sector 95,0.56,4106.0,2,2,2,10.0,New Property,1513.24,1364.0,1199.96,0,0,0,0,0,0,0
flat,vatika india next,sector 82,0.8,6426.0,2,2,3,9.0,Relatively New,1552.22,1383.0,1244.95,0,0,0,0,0,0,0
flat,parsvnath exotica,sector 53,5.0,17271.0,3,4,3+,8.0,Relatively New,2894.95,2500.02,2200.03,0,1,0,1,1,1,49
flat,pyramid urban homes 2,sector 86,0.41,8283.0,2,2,1,7.0,New Property,624.87,557.0,500.95,1,1,0,1,1,0,49
flat,ss the leaf,sector 85,1.05,6163.0,2,2,3+,7.0,Relatively New,1670.99,1512.0,1361.0,0,0,1,0,0,0,144
flat,central park flower valley,sector 33,3.3,13750.0,3,3,3,2.0,Under Construction,2992.86,2667.0,2400.03,1,1,1,1,0,0,61
flat,signature global solera,sector 107,0.29,5930.0,2,2,2,3.0,Relatively New,609.57,543.0,489.0,0,0,0,0,0,0,45
flat,palam vihar society,sector 2,0.4,8602.0,1,1,1,5.0,Moderately Old,465.0,450.04,424.96,0,0,0,0,0,1,39
flat,gls arawali homes,sohna road,0.26,4513.0,2,2,2,5.0,New Property,718.22,640.0,575.98,0,0,0,0,0,0,78
flat,hcbs sports ville,sohna road,0.28,3768.0,2,2,1,11.0,Relatively New,817.6,743.03,643.04,0,0,0,0,0,0,38
flat,emaar palm gardens,sector 83,1.75,9210.0,3,3,3+,11.0,Relatively New,1900.04,1549.0,1240.0,0,1,0,0,0,0,120
flat,dlf the primus,sector 82a,2.95,11451.0,4,5,3+,10.0,Relatively New,2576.02,2110.0,1700.05,0,1,0,0,0,2,174
flat,signature global park,sohna road,0.9,8036.0,3,2,0,2.0,Under Construction,1238.0,1119.98,1008.0,0,0,0,0,0,0,58
house,sector 14 rwa,sector 14,5.51,16990.0,3,3,2,4.0,Moderately Old,3590.0,3248.98,2924.0,0,0,0,0,0,0,14
house,independent,sohna road road,0.95,8920.0,10,10,3+,3.0,New Property,1177.0,1064.98,958.0,0,0,0,0,0,0,0
house,independent,sector 25,4.45,32963.0,4,3,3+,2.0,Moderately Old,1492.0,1350.01,1215.0,0,0,1,0,0,0,79
flat,emaar imperial gardens,sector 102,1.85,9135.0,3,3,3+,0.0,Relatively New,2525.06,2250.0,2025.01,0,1,0,0,0,1,95
flat,breez global hill view,sohna road,0.42,7174.0,2,2,1,18.0,Relatively New,729.74,650.0,585.45,0,0,0,0,0,0,44
